,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,index,type,coordinates,index
123,3.89,"7 km ENE of Gilroy, California",148359316320,1481750099340,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020940,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020940&format=geojson,,,,,reviewed,0,233,nc,1020940,",nc1020940,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",48,0.008108,0.09,52,md,earthquake,"M 3.9 - 7 km ENE of Gilroy, California",1134,Point,"[-121.488, 37.0326667, 8.958]",1134
124,2.23,"7 km ENE of Gilroy, California",148361593320,1481750109622,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020942,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020942&format=geojson,,,,,reviewed,0,77,nc,1020942,",nc1020942,",",nc,",",nearby-cities,origin,phase-data,",11,0.001802,0.04,85,md,earthquake,"M 2.2 - 7 km ENE of Gilroy, California",1133,Point,"[-121.4868333, 37.026, 9.198]",1133
125,3.08,"11 km SSE of Tres Pinos, California",148369479740,1481750116500,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020943,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020943&format=geojson,,,,,reviewed,0,146,nc,1020943,",nc1020943,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",63,0.01171,0.09,44,md,earthquake,"M 3.1 - 11 km SSE of Tres Pinos, California",1132,Point,"[-121.2898333, 36.6888333, 4.274]",1132
126,2.64,"22 km NE of San Lucas, California",148382577330,1481750125640,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020946,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020946&format=geojson,,,,,reviewed,0,107,nc,1020946,",nc1020946,",",nc,",",nearby-cities,origin,phase-data,",7,0.03694,0.08,153,md,earthquake,"M 2.6 - 22 km NE of San Lucas, California",1131,Point,"[-120.8158333, 36.2493333, 5.641]",1131
127,2.19,"20km ESE of Anza, CA",148391788650,1454029986030,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3317649,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3317649&format=geojson,,,,,reviewed,0,74,ci,3317649,",ci3317649,",",ci,",",origin,phase-data,",6,,0.26,198,ml,earthquake,"M 2.2 - 20km ESE of Anza, CA",1130,Point,"[-116.4855, 33.458, 21.55]",1130
128,2.77,"22 km ENE of Soledad, California",148440593110,1481750142351,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020950,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020950&format=geojson,,,,,reviewed,0,118,nc,1020950,",nc1020950,",",nc,",",nearby-cities,origin,phase-data,",17,0.01532,0.03,54,md,earthquake,"M 2.8 - 22 km ENE of Soledad, California",1129,Point,"[-121.0948333, 36.5093333, 5.401]",1129
129,2.1,"20km WSW of Ludlow, CA",148441439430,1454030926790,,https://earthquake.usgs.gov/earthquakes/eventpage/ci12322383,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci12322383&format=geojson,,,,,reviewed,0,68,ci,12322383,",ci12322383,",",ci,",",origin,",,,,,mh,earthquake,"M 2.1 - 20km WSW of Ludlow, CA",1128,Point,"[-116.3523333, 34.6308333, 0.19]",1128
130,2.34,"16km S of San Pedro, CA",148473126410,1454032071210,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3317650,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3317650&format=geojson,,,,,reviewed,0,84,ci,3317650,",ci3317650,",",ci,",",origin,phase-data,",15,,0.4,104,ml,earthquake,"M 2.3 - 16km S of San Pedro, CA",1127,Point,"[-118.2805, 33.5891667, 6]",1127
131,2.46,"141 km WSW of Pistol River, Oregon",148479481790,1481750162956,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020955,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020955&format=geojson,,,,,reviewed,0,93,nc,1020955,",nc1020955,",",nc,",",nearby-cities,origin,phase-data,",5,1.62,0.09,345,md,earthquake,"M 2.5 - 141 km WSW of Pistol River, Oregon",1126,Point,"[-125.9396667, 41.7413333, 4.059]",1126
132,2.54,"12 km N of Livermore, California",148480618270,1481750172490,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020956,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020956&format=geojson,,,,,reviewed,0,99,nc,1020956,",nc1020956,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",29,0.04775,0.07,157,md,earthquake,"M 2.5 - 12 km N of Livermore, California",1125,Point,"[-121.749, 37.792, 12.535]",1125
133,2.12,"8 km ENE of San Martin, California",148483354620,1481750182108,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020958,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020958&format=geojson,,,,,reviewed,0,69,nc,1020958,",nc1020958,",",nc,",",nearby-cities,origin,phase-data,",9,0.05586,0.04,134,md,earthquake,"M 2.1 - 8 km ENE of San Martin, California",1124,Point,"[-121.5173333, 37.1028333, 6.713]",1124
134,2.01,"12 km N of Livermore, California",148483661530,1481750186430,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020959,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020959&format=geojson,,,,,reviewed,0,62,nc,1020959,",nc1020959,",",nc,",",nearby-cities,origin,phase-data,",15,0.04955,0.05,159,md,earthquake,"M 2.0 - 12 km N of Livermore, California",1123,Point,"[-121.745, 37.793, 11.645]",1123
135,2.76,"18 km SSE of Tres Pinos, California",148486952680,1481750194809,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020961,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020961&format=geojson,,,,,reviewed,0,117,nc,1020961,",nc1020961,",",nc,",",nearby-cities,origin,phase-data,",11,0.01171,0.03,58,md,earthquake,"M 2.8 - 18 km SSE of Tres Pinos, California",1122,Point,"[-121.2263333, 36.6441667, 6.187]",1122
136,2.43,"10 km NE of Blue Lake, California",148489319390,1481750198563,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020962,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020962&format=geojson,,,,,reviewed,0,91,nc,1020962,",nc1020962,",",nc,",",nearby-cities,origin,phase-data,",4,0.1333,0.16,199,md,earthquake,"M 2.4 - 10 km NE of Blue Lake, California",1121,Point,"[-123.9021667, 40.9541667, 4.318]",1121
137,3.44,"62 km W of Big Lagoon, California",148490604460,1481750202705,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020963,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020963&format=geojson,,,,,reviewed,0,182,nc,1020963,",nc1020963,",",nc,",",nearby-cities,origin,phase-data,",13,0.6874,0.09,316,md,earthquake,"M 3.4 - 62 km W of Big Lagoon, California",1120,Point,"[-124.8826667, 41.1551667, 0.951]",1120
138,2.39,"13 km NE of Morgan Hill, California",148507201550,1481750210983,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020965,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020965&format=geojson,,,,,reviewed,0,88,nc,1020965,",nc1020965,",",nc,",",nearby-cities,origin,phase-data,",13,0.1135,0.09,114,md,earthquake,"M 2.4 - 13 km NE of Morgan Hill, California",1119,Point,"[-121.5445, 37.2123333, 3.412]",1119
139,3.27,Central California,148517505440,1481750215295,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020966,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020966&format=geojson,,,,,reviewed,0,165,nc,1020966,",nc1020966,",",nc,",",nearby-cities,origin,phase-data,",12,0.03153,0.07,97,md,earthquake,M 3.3 - Central California,1118,Point,"[-120.8915, 36.3165, 3.692]",1118
140,2.89,"7 km NE of Interlaken, California",148519158470,1481750219884,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020967,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020967&format=geojson,,,,,reviewed,0,128,nc,1020967,",nc1020967,",",nc,",",nearby-cities,origin,phase-data,",20,0.04505,0.06,45,md,earthquake,"M 2.9 - 7 km NE of Interlaken, California",1117,Point,"[-121.6731667, 37.0031667, 2.497]",1117
141,2.52,"7 km NE of Interlaken, California",148519298080,1481750224179,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020968,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020968&format=geojson,,,,,reviewed,0,98,nc,1020968,",nc1020968,",",nc,",",nearby-cities,origin,phase-data,",11,0.04234,0.04,81,md,earthquake,"M 2.5 - 7 km NE of Interlaken, California",1116,Point,"[-121.6761667, 37.002, 3.057]",1116
142,2.33,"14 km SSE of Tres Pinos, California",148535662220,1481750232401,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020970,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020970&format=geojson,,,,,reviewed,0,84,nc,1020970,",nc1020970,",",nc,",",nearby-cities,origin,phase-data,",16,0.009009,0.06,64,md,earthquake,"M 2.3 - 14 km SSE of Tres Pinos, California",1115,Point,"[-121.284, 36.6645, 2.693]",1115
143,2.28,Central California,148536257020,1481750236677,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020971,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020971&format=geojson,,,,,reviewed,0,80,nc,1020971,",nc1020971,",",nc,",",nearby-cities,origin,phase-data,",19,0.008108,0.06,66,md,earthquake,M 2.3 - Central California,1114,Point,"[-121.2828333, 36.6668333, 3.103]",1114
144,3.96,"2 km NNE of Aromas, California",148603957670,1481750253733,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020977,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020977&format=geojson,,,,,reviewed,0,241,nc,1020977,",nc1020977,",",nc,",",nearby-cities,origin,phase-data,",18,0.03423,0.07,76,md,quarry blast,"M 4.0 Quarry Blast - 2 km NNE of Aromas, California",1113,Point,"[-121.6308333, 36.9076667, -0.065]",1113
145,2.76,"5km N of Big Bear Lake, CA",148607686320,1459627353642,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3317651,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3317651&format=geojson,,,,,reviewed,0,117,ci,3317651,",ci3317651,",",ci,",",nearby-cities,origin,phase-data,",12,,0.41,120,ml,quarry blast,"M 2.8 Quarry Blast - 5km N of Big Bear Lake, CA",1112,Point,"[-116.9108333, 34.2921667, 0.01]",1112
146,2.45,"12km NW of Ludlow, CA",148610884760,1454031460810,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3317653,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3317653&format=geojson,,,,,reviewed,0,92,ci,3317653,",ci3317653,",",ci,",",origin,phase-data,",7,,0.7,240,mh,earthquake,"M 2.5 - 12km NW of Ludlow, CA",1111,Point,"[-116.2636667, 34.7855, 6]",1111
147,2.78,"19km ENE of Coso Junction, CA",148613317340,1454031749350,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3317654,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3317654&format=geojson,,,,,reviewed,0,119,ci,3317654,",ci3317654,",",ci,",",origin,phase-data,",5,,0.27,157,mh,earthquake,"M 2.8 - 19km ENE of Coso Junction, CA",1110,Point,"[-117.7368333, 36.0813333, 0.4]",1110
148,3.06,"9km SW of Grapevine, CA",148617880020,1454029986530,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3317655,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3317655&format=geojson,,,,,reviewed,0,144,ci,3317655,",ci3317655,",",ci,",",origin,phase-data,",13,,0.5,165,ml,earthquake,"M 3.1 - 9km SW of Grapevine, CA",1109,Point,"[-119.0095, 34.8935, 9.03]",1109
149,2.05,"16 km E of Seven Trees, California",148618990140,1481750266558,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020980,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020980&format=geojson,,,,,reviewed,0,65,nc,1020980,",nc1020980,",",nc,",",nearby-cities,origin,phase-data,",8,0.02523,0.01,84,md,earthquake,"M 2.1 - 16 km E of Seven Trees, California",1108,Point,"[-121.6556667, 37.2778333, 6.951]",1108
150,3.66,"5 km SW of Ridgemark, California",148630624570,1481750278430,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020982,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020982&format=geojson,,,,,reviewed,0,206,nc,1020982,",nc1020982,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",60,0.03694,0.08,43,md,earthquake,"M 3.7 - 5 km SW of Ridgemark, California",1107,Point,"[-121.405, 36.7796667, 5.103]",1107
151,3.5,"16 km S of Lake of the Woods, California",148635882800,1415316086393,,https://earthquake.usgs.gov/earthquakes/eventpage/usp000082b,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000082b&format=geojson,,,,,reviewed,0,188,us,p000082b,",usp000082b,",",us,",",origin,",,,,,mb,earthquake,"M 3.5 - 16 km S of Lake of the Woods, California",1106,Point,"[-118.983, 34.667, 8]",1106
152,2.65,"19km WSW of Ludlow, CA",148645338120,1454032072270,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3317656,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3317656&format=geojson,,,,,reviewed,0,108,ci,3317656,",ci3317656,",",ci,",",origin,phase-data,",9,,0.51,184,mh,earthquake,"M 2.7 - 19km WSW of Ludlow, CA",1105,Point,"[-116.3355, 34.6251667, 6]",1105
153,2.26,"8 km S of Scotia, California",148652152340,1481750284152,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020983,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020983&format=geojson,,,,,reviewed,0,79,nc,1020983,",nc1020983,",",nc,",",nearby-cities,origin,phase-data,",9,0.01532,0.04,247,md,earthquake,"M 2.3 - 8 km S of Scotia, California",1104,Point,"[-124.0876667, 40.4085, 2.315]",1104
154,2.6,"24 km SW of Ferndale, California",148665085630,1481750297682,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020987,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020987&format=geojson,,,,,reviewed,0,104,nc,1020987,",nc1020987,",",nc,",",nearby-cities,origin,phase-data,",9,0.2775,0.06,299,md,earthquake,"M 2.6 - 24 km SW of Ferndale, California",1103,Point,"[-124.459, 40.4156667, 29.482]",1103
155,2.86,"34 km NW of Benton, California",148672674940,1481750306197,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020990,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020990&format=geojson,,,,,reviewed,0,126,nc,1020990,",nc1020990,",",nc,",",nearby-cities,origin,phase-data,",11,0.04414,0.07,161,md,earthquake,"M 2.9 - 34 km NW of Benton, California",1102,Point,"[-118.7201667, 38.0625, 2.449]",1102
156,2.4,"7km SSE of Pine Valley, CA",148676684000,1454031749870,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3317657,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3317657&format=geojson,,,,,reviewed,0,89,ci,3317657,",ci3317657,",",ci,",",origin,phase-data,",6,,0.55,131,mh,earthquake,"M 2.4 - 7km SSE of Pine Valley, CA",1101,Point,"[-116.5078333, 32.7648333, 4.37]",1101
157,2.07,"2 km W of Angwin, California",148677573170,1481750310549,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020991,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020991&format=geojson,,,,,reviewed,0,66,nc,1020991,",nc1020991,",",nc,",",nearby-cities,origin,phase-data,",6,0.1162,0.01,195,md,earthquake,"M 2.1 - 2 km W of Angwin, California",1100,Point,"[-122.4768333, 38.5735, 2.064]",1100
158,2.39,"9km N of Big Bear City, CA",148685329850,1459593882751,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3317658,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3317658&format=geojson,,,,,reviewed,0,88,ci,3317658,",ci3317658,",",ci,",",nearby-cities,origin,phase-data,",9,,0.33,106,mh,quarry blast,"M 2.4 Quarry Blast - 9km N of Big Bear City, CA",1099,Point,"[-116.8625, 34.3373333, 0.01]",1099
159,2.07,"10km ENE of Aguanga, CA",148687235290,1454029987050,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3317659,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3317659&format=geojson,,,,,reviewed,0,66,ci,3317659,",ci3317659,",",ci,",",origin,phase-data,",6,,0.18,130,mh,earthquake,"M 2.1 - 10km ENE of Aguanga, CA",1098,Point,"[-116.7718333, 33.4855, 19.91]",1098
160,3.62,"2 km NNE of Aromas, California",148689365790,1481750314885,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020992,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020992&format=geojson,,,,,reviewed,0,202,nc,1020992,",nc1020992,",",nc,",",nearby-cities,origin,phase-data,",21,0.03514,0.16,96,md,quarry blast,"M 3.6 Quarry Blast - 2 km NNE of Aromas, California",1097,Point,"[-121.6323333, 36.9051667, -0.115]",1097
161,2.06,"9km N of Sunland, CA",148711847330,1454029987560,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3317660,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3317660&format=geojson,,,,,reviewed,0,65,ci,3317660,",ci3317660,",",ci,",",origin,phase-data,",11,,0.48,78,mh,earthquake,"M 2.1 - 9km N of Sunland, CA",1096,Point,"[-118.2911667, 34.3388333, 2.06]",1096
162,2.2,"20km WSW of Ludlow, CA",148713028040,1454032115240,,https://earthquake.usgs.gov/earthquakes/eventpage/ci12322387,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci12322387&format=geojson,,,,,reviewed,0,74,ci,12322387,",ci12322387,",",ci,",",origin,",,,,,mh,earthquake,"M 2.2 - 20km WSW of Ludlow, CA",1095,Point,"[-116.3748333, 34.6743333, 0.81]",1095
163,2.2,"18 km NNW of Jamestown, Washington",148721227940,1469405495880,,https://earthquake.usgs.gov/earthquakes/eventpage/uw10859498,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw10859498&format=geojson,,,,,reviewed,0,74,uw,10859498,",uw10859498,",",uw,",",origin,phase-data,",7,0.3067,0.2,232,md,earthquake,"M 2.2 - 18 km NNW of Jamestown, Washington",1094,Point,"[-123.2083333, 48.2701667, 43.046]",1094
164,2.76,"24 km ENE of Greenfield, California",148738368730,1481750340884,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1020999,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1020999&format=geojson,,,,,reviewed,0,117,nc,1020999,",nc1020999,",",nc,",",nearby-cities,origin,phase-data,",16,0.02523,0.04,76,md,earthquake,"M 2.8 - 24 km ENE of Greenfield, California",1093,Point,"[-120.9905, 36.4138333, 5.361]",1093
165,2.1,"11 km SE of Blue Lake, California",148738589210,1481750345521,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021000&format=geojson,,,,,reviewed,0,68,nc,1021000,",nc1021000,",",nc,",",nearby-cities,origin,phase-data,",13,0.07568,0.11,105,md,earthquake,"M 2.1 - 11 km SE of Blue Lake, California",1092,Point,"[-123.8796667, 40.8133333, 5.072]",1092
166,2.2,"29km SW of Ludlow, CA",148747340780,1454031219390,,https://earthquake.usgs.gov/earthquakes/eventpage/ci12322395,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci12322395&format=geojson,,,,,reviewed,0,74,ci,12322395,",ci12322395,",",ci,",",origin,",,,,,mh,earthquake,"M 2.2 - 29km SW of Ludlow, CA",1091,Point,"[-116.3473333, 34.5095, 9.03]",1091
167,2.51,"11 km SE of Blue Lake, California",148771705590,1481750349911,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021002,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021002&format=geojson,,,,,reviewed,0,97,nc,1021002,",nc1021002,",",nc,",",nearby-cities,origin,phase-data,",12,0.07207,0.08,104,md,earthquake,"M 2.5 - 11 km SE of Blue Lake, California",1090,Point,"[-123.8846667, 40.8133333, 5.042]",1090
168,2.23,"8km NW of Boron, CA",148783596730,1459602302914,,https://earthquake.usgs.gov/earthquakes/eventpage/ci3317661,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci3317661&format=geojson,,,,,reviewed,0,77,ci,3317661,",ci3317661,",",ci,",",nearby-cities,origin,phase-data,",7,,0.5,151,mh,quarry blast,"M 2.2 Quarry Blast - 8km NW of Boron, CA",1089,Point,"[-117.7166667, 35.0421667, 0.01]",1089
169,2.62,"18 km NNW of Shelter Cove, California",148789042870,1481750358438,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021005,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021005&format=geojson,,,,,reviewed,0,106,nc,1021005,",nc1021005,",",nc,",",nearby-cities,origin,phase-data,",6,0.2306,0.06,314,md,earthquake,"M 2.6 - 18 km NNW of Shelter Cove, California",1088,Point,"[-124.1278333, 40.193, 11.065]",1088
170,2.61,"15 km NNW of Shelter Cove, California",148789307710,1481750371193,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021008,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021008&format=geojson,,,,,reviewed,0,105,nc,1021008,",nc1021008,",",nc,",",nearby-cities,origin,phase-data,",7,0.2604,0.04,318,md,earthquake,"M 2.6 - 15 km NNW of Shelter Cove, California",1087,Point,"[-124.1408333, 40.1643333, 10.68]",1087
171,2.41,"7 km ENE of Gilroy, California",148808833200,1481750385708,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021010,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021010&format=geojson,,,,,reviewed,0,89,nc,1021010,",nc1021010,",",nc,",",nearby-cities,origin,phase-data,",20,0.004505,0.04,63,md,earthquake,"M 2.4 - 7 km ENE of Gilroy, California",1086,Point,"[-121.4855, 37.0298333, 8.618]",1086
172,4.4,"10 km NE of Ten Sleep, Wyoming",148836971400,1415316086446,,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000833,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0000833&format=geojson,,,,,reviewed,0,298,us,p0000833,",usp0000833,",",us,",",origin,",,,,,mb,earthquake,"M 4.4 - 10 km NE of Ten Sleep, Wyoming",1085,Point,"[-107.38, 44.11, 10]",1085
173,2.41,"10 km WSW of Geyserville, California",148837731950,1481750401873,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021015,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021015&format=geojson,,,,,reviewed,0,89,nc,1021015,",nc1021015,",",nc,",",nearby-cities,origin,phase-data,",10,0.2414,0.15,256,md,earthquake,"M 2.4 - 10 km WSW of Geyserville, California",1084,Point,"[-123.017, 38.6761667, 6.137]",1084
174,2.48,"24 km NE of Soledad, California",148843281780,1481750406361,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021016,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021016&format=geojson,,,,,reviewed,0,95,nc,1021016,",nc1021016,",",nc,",",nearby-cities,origin,phase-data,",21,0.05495,0.08,59,md,earthquake,"M 2.5 - 24 km NE of Soledad, California",1083,Point,"[-121.1226667, 36.5686667, 9.623]",1083
175,2.92,"6 km SSW of Tres Pinos, California",148843671890,1481750410830,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021017,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021017&format=geojson,,,,,reviewed,0,131,nc,1021017,",nc1021017,",",nc,",",nearby-cities,origin,phase-data,",20,0.03243,0.07,43,md,earthquake,"M 2.9 - 6 km SSW of Tres Pinos, California",1082,Point,"[-121.3556667, 36.7401667, 5.949]",1082
176,2.93,"37 km SSW of South Dos Palos, California",148860011120,1481750434854,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021022,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021022&format=geojson,,,,,reviewed,0,132,nc,1021022,",nc1021022,",",nc,",",nearby-cities,origin,phase-data,",8,0.02883,0.14,107,md,quarry blast,"M 2.9 Quarry Blast - 37 km SSW of South Dos Palos, California",1081,Point,"[-120.8286667, 36.6616667, -0.623]",1081
177,3.13,"25 km NE of Soledad, California",148873785790,1481750444803,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021024,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021024&format=geojson,,,,,reviewed,0,151,nc,1021024,",nc1021024,",",nc,",",nearby-cities,origin,phase-data,",20,0.06216,0.07,61,md,earthquake,"M 3.1 - 25 km NE of Soledad, California",1080,Point,"[-121.1051667, 36.5678333, 7.919]",1080
178,2,"29km SW of Ludlow, CA",148878804770,1454030018170,,https://earthquake.usgs.gov/earthquakes/eventpage/ci12322399,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci12322399&format=geojson,,,,,reviewed,0,62,ci,12322399,",ci12322399,",",ci,",",origin,",,,,,mh,earthquake,"M 2.0 - 29km SW of Ludlow, CA",1079,Point,"[-116.3498333, 34.5108333, 4.23]",1079
179,2.1,"35 km W of Ferndale, California",148890890110,1481750453377,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021026,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021026&format=geojson,,,,,reviewed,0,68,nc,1021026,",nc1021026,",",nc,",",nearby-cities,origin,phase-data,",12,0.3162,0.08,316,md,earthquake,"M 2.1 - 35 km W of Ferndale, California",1078,Point,"[-124.6783333, 40.5308333, 21.099]",1078
180,2.03,"36 km NW of Benton, California",148894701340,1481750458243,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021027,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021027&format=geojson,,,,,reviewed,0,63,nc,1021027,",nc1021027,",",nc,",",nearby-cities,origin,phase-data,",9,0.04685,0.22,142,md,earthquake,"M 2.0 - 36 km NW of Benton, California",1077,Point,"[-118.7228333, 38.0813333, 3.534]",1077
181,2.13,"38 km W of Ferndale, California",148897672610,1481750462861,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021028,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021028&format=geojson,,,,,reviewed,0,70,nc,1021028,",nc1021028,",",nc,",",nearby-cities,origin,phase-data,",12,0.3405,0.08,319,md,earthquake,"M 2.1 - 38 km W of Ferndale, California",1076,Point,"[-124.7078333, 40.5233333, 23.079]",1076
182,3.44,"28 km W of Three Rocks, California",148897793450,1481750467391,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021029,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021029&format=geojson,,,,,reviewed,0,182,nc,1021029,",nc1021029,",",nc,",",nearby-cities,origin,phase-data,",16,0.1622,0.06,197,md,earthquake,"M 3.4 - 28 km W of Three Rocks, California",1075,Point,"[-120.712, 36.515, 9.114]",1075
183,2.87,"19 km SW of Three Rocks, California",148902450710,1481750479645,,https://earthquake.usgs.gov/earthquakes/eventpage/nc1021032,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc1021032&format=geojson,,,,,reviewed,0,127,nc,1021032,",nc1021032,",",nc,",",nearby-cities,origin,phase-data,",14,0.2387,0.02,240,md,earthquake,"M 2.9 - 19 km SW of Three Rocks, California",1074,Point,"[-120.5243333, 36.3578333, 11.855]",1074
